ID,Start Date,End Date,Category,Currency,Goal,Status
443,2/25/2014,3/27/2014,Fashion,USD,750,Failed
444,5/20/2014,6/3/2014,Design,USD,6000,Success
445,2/3/2014,3/5/2014,Publishing,USD,3000,Failed
446,2/25/2014,3/11/2014,Film & Video,USD,700,Success
447,3/19/2014,4/15/2014,Design,USD,20000,Success
448,5/8/2014,6/11/2014,Food,USD,15683,Failed
449,14-Apr-16,,Arts & Creative,Pound Sterling,5000,Failed
450,4/8/2014,5/23/2014,Arts & Creative,USD,5000,Failed
451,20-Apr-18,,Community & Volunteer,U.S. Dollar,2500,Failed
452,24-Nov-16,,Animals & Humane,Pound Sterling,1100,Success
453,5/9/2014,6/8/2014,Music,USD,4000,Failed
454,23-Jul-18,"Aug 26, 2018

					,

				",Non-profits & Charity,U.S. Dollar,1000,Failed
455,3/22/2014,4/21/2014,Games,USD,500,Success
456,2/8/2014,3/10/2014,Technology,USD,52700,Failed
457,1/9/2014,2/18/2014,Theater,NZD,800,Failed
458,2/16/2014,3/18/2014,Publishing,GBP,30000,Failed
459,1/27/2014,2/26/2014,Film & Video,USD,300000,Failed
460,3/22/2014,4/21/2014,Theater,USD,6700,Success
461,3/4/2014,3/29/2014,Film & Video,USD,20000,Failed
462,13-Aug-13,,Alumni & Clubs,U.S. Dollar,5000,Failed
463,1/10/2014,2/9/2014,Film & Video,USD,21500,Failed
464,1/25/2014,2/9/2014,Games,CAD,1900,Success
465,5/27/2014,6/22/2014,Arts & Creative,USD,500,Success
466,2-Aug-18,,Non-profits & Charity,U.S. Dollar,1000,Failed
467,1/31/2014,2/16/2014,Fashion,USD,4000,Failed
468,2/21/2014,3/23/2014,Film & Video,USD,1500,Failed
469,3/14/2014,4/13/2014,Film & Video,CAD,1500,Failed
470,2/4/2014,3/6/2014,Film & Video,USD,30000,Failed
471,2/16/2014,4/17/2014,Design,USD,30000,Success
472,2/11/2014,4/12/2014,Publishing,USD,4037,Failed
473,5/10/2014,6/10/2014,Games,USD,5000,Failed
474,2/13/2014,3/13/2014,Film & Video,USD,2200,Success
475,2/1/2014,3/3/2014,Fashion,USD,25000,Failed
476,3/14/2014,4/13/2014,Design,AUD,20000,Failed
477,3/5/2014,4/4/2014,Arts & Creative,USD,10000,Failed
478,3/31/2014,4/30/2014,Arts & Creative,USD,1700,Success
479,5/7/2014,6/15/2014,Photography,USD,57500,Failed
480,2/28/2014,3/31/2014,Publishing,USD,2500,Success
481,20-Mar-14,,Travel,U.S. Dollar,1800,Failed
482,4/21/2014,6/5/2014,Film & Video,USD,75000,Success
483,4-Apr-14,,Veterans & Heroes,U.S. Dollar,2500,Failed
484,2/18/2014,3/20/2014,Photography,USD,13000,Failed
485,2/27/2014,3/14/2014,Fashion,GBP,100,Success
486,4/8/2014,4/29/2014,Music,USD,2000,Success
487,2/15/2014,3/17/2014,Games,USD,30000,Failed
488,17-Jan-17,,Legal,U.S. Dollar,12000,Failed
489,3/31/2014,4/30/2014,Fashion,USD,600,Success
490,12-Feb-18,,"Health, Illness or Medical",U.S. Dollar,349,Success
491,2/21/2014,4/12/2014,Games,AUD,15000,Failed
492,3/14/2014,4/13/2014,Arts & Creative,USD,3500,Failed
493,3/7/2014,4/6/2014,Technology,USD,30000,Failed
494,14-Nov-17,,"Health, Illness or Medical",U.S. Dollar,25000,Failed
495,4/10/2014,5/9/2014,Film & Video,USD,12500,Success
496,1/28/2014,3/29/2014,Publishing,USD,10000,Failed
497,1/25/2014,3/8/2014,Publishing,USD,5500,Success
498,1/13/2014,2/12/2014,Music,CAD,4000,Success
499,18-Jun-18,,"Health, Illness or Medical",Canadian Dollar,2500,Success
500,1/29/2014,3/1/2014,Theater,CAD,10000,Failed
501,2/25/2014,3/30/2014,Technology,GBP,20000,Success
502,4/25/2014,5/25/2014,Music,USD,3160,Success
503,4/23/2014,5/31/2014,Technology,USD,10000,Success
504,14-Apr-14,,Faith & Religion,U.S. Dollar,2500,Failed
505,4/23/2014,5/23/2014,Design,USD,15000,Failed
506,26-Jul-16,,Legal,U.S. Dollar,18000,Failed
507,1/31/2014,5/28/2014,Design,USD,5000,Failed
508,5/14/2014,5/29/2014,Games,USD,5500,Failed
509,1/24/2014,2/23/2014,Food,USD,15000,Failed
510,4/9/2014,5/10/2014,Publishing,USD,8000,Success
511,3/4/2014,4/1/2014,Dance,USD,1500,Success
512,1/2/2014,2/1/2014,Music,USD,5000,Failed
513,3/18/2014,4/10/2014,Music,USD,2500,Success
514,12/27/2013,1/26/2014,Games,GBP,5000,Failed
515,2/7/2014,3/9/2014,Games,USD,6000,Success
516,1/24/2014,2/23/2014,Fashion,USD,1050,Success
517,12-Jul-14,,Celebrations and Weddings,U.S. Dollar,1500,Failed
518,12/18/2013,12/27/2013,Dance,USD,1100,Failed
519,2/24/2014,4/10/2014,Music,USD,5000,Failed
520,3/13/2014,4/12/2014,Food,CAD,15000,Success
521,5/3/2014,6/1/2014,Music,USD,17500,Success
522,5/22/2014,6/12/2014,Music,USD,12000,Failed
523,14-Jul-16,,Sports & Competitions,Canadian Dollar,1000,Failed
524,3/25/2014,5/5/2014,Music,USD,5000,Failed
525,2-Feb-15,,Legal,U.S. Dollar,8000,Failed
526,4/24/2014,6/8/2014,Technology,GBP,35000,Failed
527,29-Oct-15,,Accidents & Disasters,Canadian Dollar,17000,Failed
528,3/13/2014,4/13/2014,Design,USD,85000,Failed
529,1/14/2014,2/13/2014,Publishing,GBP,1000,Failed
530,5/19/2014,6/4/2014,Film & Video,USD,23000,Success
531,12/23/2013,1/11/2014,Music,USD,1500,Success
532,4/29/2014,5/31/2014,Arts & Creative,EUR,8000,Failed
533,2/19/2014,3/21/2014,Film & Video,CAD,10000,Success
534,2/18/2014,3/20/2014,Publishing,USD,1000,Success
535,5/14/2014,6/13/2014,Film & Video,GBP,12500,Success
536,10-May-13,,Travel,Pound Sterling,1800,Failed
537,2/22/2014,3/14/2014,Publishing,USD,1000,Success
538,4/16/2014,5/16/2014,Arts & Creative,USD,1200,Success
539,2/13/2014,4/14/2014,Design,GBP,60000,Failed
540,3/28/2014,4/27/2014,Film & Video,GBP,20000,Success
541,3/19/2014,4/18/2014,Arts & Creative,USD,1500,Failed
542,1/2/2014,1/20/2014,Arts & Creative,USD,9000,Failed
543,5-Dec-12,,Alumni & Clubs,U.S. Dollar,100,Success
544,12-May-18,,Animals & Humane,U.S. Dollar,243,Success
545,12/16/2013,1/15/2014,Technology,USD,20000,Success
546,5/22/2014,5/28/2014,Food,USD,2500,Failed
547,3/15/2014,3/31/2014,Games,GBP,350,Failed
548,4/23/2014,5/23/2014,Photography,USD,35000,Success
549,13-May-18,,Education & Schools,Euro,45000,Failed
550,4/10/2014,5/12/2014,Music,USD,3000,Success
551,4/18/2014,5/18/2014,Film & Video,USD,5000,Failed
552,2/5/2014,3/7/2014,Music,USD,500,Success
553,2/18/2014,3/20/2014,Technology,GBP,2000,Failed
554,21-Mar-18,,Community & Volunteer,Canadian Dollar,3000,Failed
555,6-May-16,,Family & Kids,U.S. Dollar,100000,Failed
556,5/1/2014,5/21/2014,Music,GBP,500,Failed
557,3/25/2014,4/24/2014,Theater,USD,500,Success
558,1/2/2014,1/31/2014,Film & Video,USD,25000,Success
559,10-Sep-14,,Celebrations and Weddings,U.S. Dollar,1000,Failed
560,3/3/2014,4/2/2014,Games,USD,200,Success
561,12/19/2013,1/18/2014,Photography,GBP,20000,Failed
562,26-Jun-15,,Family & Kids,Philippine Peso,1000000,Failed
563,4/16/2014,4/26/2014,Food,USD,100,Success
564,3/10/2014,5/9/2014,Technology,USD,36000,Failed
565,3/17/2014,4/16/2014,Music,USD,6000,Success
566,5/20/2014,6/18/2014,Fashion,GBP,1800,Success
567,23-Oct-15,,Family & Kids,U.S. Dollar,6000,Failed
568,4/15/2014,5/15/2014,Music,USD,999,Success
569,4/9/2014,5/24/2014,Food,USD,45000,Failed
570,2/23/2014,3/27/2014,Film & Video,USD,650,Success
571,2/6/2014,3/8/2014,Games,GBP,200,Failed
572,18-May-16,,Legal,U.S. Dollar,45000,Failed
573,2/26/2014,3/28/2014,Design,USD,900,Failed
574,2/28/2014,3/30/2014,Arts & Creative,USD,550,Failed
575,4/3/2014,4/17/2014,Film & Video,GBP,350,Success
576,2/21/2014,3/23/2014,Technology,USD,80000,Success
577,5/9/2014,6/8/2014,Music,USD,1200,Success
578,2-Jan-14,,Veterans & Heroes,U.S. Dollar,5000,Success
579,26-Dec-15,,Faith & Religion,Canadian Dollar,1900,Failed
580,2/23/2014,3/25/2014,Fashion,USD,5000,Success
581,3/24/2014,4/23/2014,Music,USD,18100,Success
582,2/19/2014,3/21/2014,Games,USD,3000,Success
583,1/23/2014,2/28/2014,Music,USD,2500,Success
584,5/6/2014,6/4/2014,Film & Video,AUD,2050,Failed
585,2/27/2014,3/29/2014,Film & Video,USD,26250,Success
586,4/10/2014,4/25/2014,Music,USD,2000,Success
587,1/8/2014,1/28/2014,Games,USD,250,Failed
588,3/16/2014,4/15/2014,Fashion,USD,6000,Failed
589,12/20/2013,1/19/2014,Music,USD,1700,Success
590,3/18/2014,5/2/2014,Journalism,USD,50000,Failed
591,3/31/2014,4/30/2014,Arts & Creative,USD,4000,Success
592,12/30/2013,1/29/2014,Food,USD,30000,Failed
593,15-Aug-16,,Arts & Creative,Canadian Dollar,1000,Failed
594,2/21/2014,3/23/2014,Publishing,USD,500,Failed
595,5/13/2014,3/3/2014,Design,USD,57500,Failed
596,3-Oct-13,"Apr 2, 2020

					,

				",Arts & Creative,Euro,5000,Failed
597,3-Dec-15,,Faith & Religion,U.S. Dollar,200,Success
598,2/19/2014,3/21/2014,Film & Video,GBP,700,Failed
599,3/1/2014,3/31/2014,Technology,AUD,10000,Failed
600,2/5/2014,3/22/2014,Theater,USD,3000,Failed
601,4/24/2014,5/8/2014,Publishing,USD,1100,Success
602,3/17/2014,5/1/2014,Film & Video,GBP,200,Success
603,26-Jan-18,,Education & Schools,U.S. Dollar,500,Success
604,2/25/2014,3/27/2014,Film & Video,GBP,150,Success
605,25-Aug-15,,Family & Kids,Canadian Dollar,35000,Success
606,4/15/2014,5/16/2014,Arts & Creative,USD,1600,Success
607,5/20/2014,6/19/2014,Film & Video,USD,20000,Failed
608,28-May-12,,Alumni & Clubs,U.S. Dollar,3000,Failed
609,6-Dec-15,,Legal,U.S. Dollar,15000,Failed
610,4/19/2014,5/11/2014,Games,CAD,30000,Success
611,4/18/2014,6/2/2014,Games,USD,250000,Failed
612,2/8/2014,3/9/2014,Photography,USD,2100,Success
613,30-Jul-14,,Travel,U.S. Dollar,4000,Failed
614,5/15/2014,6/4/2014,Food,USD,18000,Success
615,8-Nov-15,,Celebrations and Weddings,U.S. Dollar,550,Failed
616,5/7/2014,6/7/2014,Music,USD,750,Failed
617,3/5/2014,4/4/2014,Design,USD,13500,Failed
618,21-Mar-18,,Arts & Creative,U.S. Dollar,1000,Failed
619,1/10/2014,3/11/2014,Games,USD,75000,Failed
620,1/23/2014,2/22/2014,Film & Video,GBP,40000,Failed
621,23-Jul-18,"Oct 20, 2018

					,

				",Non-profits & Charity,U.S. Dollar,1000,Failed
622,23-Apr-15,,Memorials & Funerals,U.S. Dollar,2500,Failed
623,3/31/2014,5/2/2014,Food,USD,1000,Failed
624,1/13/2014,1/31/2014,Music,USD,4000,Success
625,30-Jan-18,,Family & Kids,U.S. Dollar,16000,Failed
626,3/8/2014,3/31/2014,Publishing,USD,7000,Failed
627,12/31/2013,1/31/2014,Technology,USD,48000,Failed
628,1-Jul-14,,Celebrations and Weddings,Canadian Dollar,1500,Failed
629,1/9/2014,2/8/2014,Publishing,USD,5000,Failed
630,14-Apr-18,"Sep 22, 2018

					,

				",Community & Volunteer,U.S. Dollar,22200,Failed
631,3/8/2014,4/7/2014,Arts & Creative,USD,10000,Success
632,3/21/2014,4/9/2014,Music,USD,3500,Success
633,3/12/2014,4/11/2014,Arts & Creative,USD,55000,Failed
634,13-Nov-13,,Travel,Pound Sterling,2000,Failed
635,28-Sep-16,,Legal,U.S. Dollar,20000,Failed
636,3/13/2014,4/12/2014,Technology,USD,4500,Failed
637,2/16/2014,3/18/2014,Music,USD,500,Success
638,1/10/2014,2/9/2014,Dance,CAD,2500,Success
639,5/6/2014,6/5/2014,Games,GBP,20000,Failed
640,5/19/2014,6/20/2014,Design,CAD,35000,Success
641,2/15/2014,3/17/2014,Publishing,USD,20000,Failed
642,2/18/2014,3/20/2014,Music,AUD,550,Failed
643,2/19/2014,4/20/2014,Fashion,GBP,2500,Failed
644,5/2/2014,5/30/2014,Games,USD,440,Success
645,3/31/2014,4/22/2014,Fashion,CAD,10000,Failed
646,1/13/2014,3/14/2014,Film & Video,CAD,3000,Success
647,12/16/2013,1/10/2014,Film & Video,GBP,1000,Success
648,3/19/2014,4/18/2014,Games,USD,125000,Failed
649,4/17/2014,5/17/2014,Games,USD,10000,Failed
650,5/14/2014,5/26/2014,Film & Video,USD,55000,Failed
651,5/19/2014,6/5/2014,Games,USD,70000,Failed
652,29-Jul-16,,Education & Schools,U.S. Dollar,5000,Failed
653,29-Jan-15,,Sports & Competitions,Canadian Dollar,6000,Failed
654,5/20/2014,6/16/2014,Fashion,USD,40000,Failed
655,3/10/2014,4/7/2014,Music,USD,3500,Failed
656,4-Apr-17,,Legal,U.S. Dollar,100000,Failed
657,3/20/2014,4/19/2014,Music,USD,600,Success
658,3/6/2014,4/5/2014,Photography,USD,7500,Failed
659,12/18/2013,1/17/2014,Food,USD,30000,Failed
660,1/2/2014,2/1/2014,Music,USD,50000,Failed
661,5/8/2014,6/1/2014,Film & Video,USD,15000,Success
662,3/10/2014,4/9/2014,Music,USD,10000,Success
663,23-Jul-18,"Sep 2, 2018

					,

				",Non-profits & Charity,U.S. Dollar,10000,Failed
664,18-Aug-18,"Sep 18, 2018

					,

				",Accidents & Disasters,Pound Sterling,1000,Failed
665,5/22/2014,6/20/2014,Publishing,USD,8500,Failed
666,28-Jul-16,,Education & Schools,U.S. Dollar,3000,Failed
667,8-Jul-16,,Faith & Religion,Australian Dollar,2000,Failed
668,21-Jun-13,,Travel,U.S. Dollar,2000,Failed
669,1/20/2014,2/10/2014,Music,USD,3200,Success
670,12/15/2013,1/15/2014,Publishing,USD,1000,Failed
671,12/19/2013,1/19/2014,Food,USD,10000,Success
672,2/24/2014,3/26/2014,Arts & Creative,USD,5000,Success
673,4/22/2014,5/22/2014,Design,USD,20000,Success
674,3/31/2014,5/10/2014,Publishing,USD,3000,Failed
675,1/22/2014,3/5/2014,Design,USD,1000,Success
676,4/17/2014,5/17/2014,Publishing,USD,1000,Success
677,2/2/2014,3/4/2014,Publishing,USD,5000,Failed
678,2/26/2014,3/26/2014,Photography,GBP,1000,Failed
679,2/28/2014,3/31/2014,Design,CAD,8000,Success
680,2/6/2014,3/17/2014,Music,USD,5000,Success
681,29-May-14,,Celebrations and Weddings,U.S. Dollar,875,Success
682,2-Apr-14,,Alumni & Clubs,U.S. Dollar,150,Success
683,3/15/2014,4/14/2014,Food,USD,21800,Failed
684,4/9/2014,5/15/2014,Design,USD,150,Failed
685,2/28/2014,4/29/2014,Music,USD,2000,Success
686,5/13/2014,6/13/2014,Games,USD,500,Success
687,5-May-18,,Animals & Humane,Canadian Dollar,390,Success
688,12/27/2013,1/21/2014,Games,USD,50000,Failed
689,9-Jul-18,,Non-profits & Charity,U.S. Dollar,4500,Success
690,1-Aug-18,"Sep 1, 2018

					,

				",Non-profits & Charity,U.S. Dollar,8000,Failed
691,2/1/2014,3/2/2014,Arts & Creative,USD,1500,Success
692,5/6/2014,6/6/2014,Crafts,USD,1390,Failed
693,1/24/2014,2/24/2014,Film & Video,USD,10000,Success
694,2/5/2014,3/7/2014,Arts & Creative,USD,3000,Failed
695,3/5/2014,5/2/2014,Design,USD,40000,Success
696,1/22/2014,2/21/2014,Technology,USD,500,Success
697,4/23/2014,5/23/2014,Food,USD,9000,Failed
698,2/24/2014,3/8/2014,Music,USD,1000,Success
699,3/19/2014,4/18/2014,Games,USD,10000,Failed
700,4/16/2014,5/6/2014,Publishing,USD,1200,Failed
701,3/26/2014,4/25/2014,Publishing,CAD,12000,Failed
702,1/22/2014,3/22/2014,Arts & Creative,USD,3500,Success
703,4/29/2014,5/29/2014,Design,USD,25000,Success
704,12/19/2013,1/20/2014,Arts & Creative,USD,25000,Failed
705,3/14/2014,4/28/2014,Games,CAD,11000,Failed
706,5/12/2014,6/12/2014,Music,USD,7500,Success
707,1/4/2014,2/3/2014,Publishing,USD,2300,Failed
708,3/14/2014,4/13/2014,Fashion,GBP,1250,Success
709,2-Mar-16,,Politics,U.S. Dollar,2000,Failed
710,4/22/2014,6/6/2014,Games,USD,100000,Failed
711,2/11/2014,3/28/2014,Music,USD,9300,Failed
712,4/14/2014,6/1/2014,Publishing,USD,35000,Failed
713,3-Jul-17,,Politics,U.S. Dollar,10000,Failed
714,20-Jan-16,,Family & Kids,U.S. Dollar,3000,Success
715,3/7/2014,5/6/2014,Arts & Creative,USD,2000,Success
716,4/29/2014,5/29/2014,Music,USD,1000,Failed
717,483,6/14/2014,Games,USD,19,Success
718,23-Aug-13,,Veterans & Heroes,U.S. Dollar,2000,Failed
719,5/26/2014,6/23/2014,Film & Video,USD,2000,Success
720,5/1/2014,6/14/2014,Film & Video,USD,44444,Failed
721,5/11/2014,6/11/2014,Design,USD,20000,Failed
722,29-Sep-12,,Alumni & Clubs,U.S. Dollar,2000,Failed
723,13-Nov-17,,Animals & Humane,Canadian Dollar,960,Success
724,4/15/2014,5/15/2014,Film & Video,USD,350000,Failed
725,12/18/2013,1/17/2014,Music,USD,4000,Failed
726,9-May-15,,Business,Canadian Dollar,3000,Failed
727,16-Jul-18,,Non-profits & Charity,U.S. Dollar,4000,Failed
728,28-Jul-16,,Sports & Competitions,Canadian Dollar,5000,Failed
729,7-Jun-18,,Community & Volunteer,Canadian Dollar,5000,Failed
730,3/3/2014,5/2/2014,Film & Video,GBP,1500,Failed
731,30-Aug-17,,"Health, Illness or Medical",U.S. Dollar,429,Failed
732,12/27/2013,1/26/2014,Music,USD,4500,Success
733,12/18/2013,2/1/2014,Film & Video,USD,27500,Failed
734,1/17/2014,2/26/2014,Arts & Creative,USD,9000,Failed
735,2/15/2014,3/24/2014,Games,USD,25000,Success
736,6-Sep-15,,Accidents & Disasters,Pound Sterling,3000,Failed
737,2/25/2014,3/21/2014,Film & Video,USD,3370,Success
738,4/7/2014,5/22/2014,Fashion,USD,10000,Failed
739,3/1/2014,4/1/2014,Music,USD,3000,Success
740,2/25/2014,4/6/2014,Food,USD,9000,Failed
741,5/15/2014,6/15/2014,Film & Video,NZD,25000,Success
742,2/2/2014,3/4/2014,Arts & Creative,USD,4000,Failed
743,2/19/2014,3/24/2014,Games,USD,6000,Success
744,1/9/2014,3/9/2014,Design,GBP,20000,Success
745,2/10/2014,3/12/2014,Technology,GBP,37162,Failed
746,2/3/2014,3/5/2014,Film & Video,USD,1000,Failed
747,15-Dec-17,,Arts & Creative,U.S. Dollar,6000,Failed
748,2/7/2014,3/3/2014,Music,USD,10000,Success
749,2-Aug-18,"Oct 28, 2018

					,

				",Non-profits & Charity,U.S. Dollar,1000,Failed
750,1/29/2014,2/18/2014,Theater,USD,3000,Success
751,5/9/2014,6/10/2014,Food,USD,8500,Success
752,4/13/2014,6/12/2014,Film & Video,USD,7000,Failed
753,4/22/2014,5/22/2014,Food,USD,1500,Success
754,3-May-17,,Education & Schools,U.S. Dollar,5000,Failed
755,3/17/2014,4/16/2014,Music,USD,5000,Success
756,2/12/2014,3/15/2014,Games,USD,45000,Failed
757,12/20/2013,1/19/2014,Music,USD,599,Success
758,5/13/2014,6/12/2014,Fashion,USD,5500,Success
759,4/8/2014,5/8/2014,Technology,USD,3000,Failed
760,14-Nov-17,,Community & Volunteer,Canadian Dollar,16000,Failed
761,5/1/2014,5/31/2014,Music,USD,7000,Success
762,3/12/2014,4/11/2014,Photography,USD,6700,Failed
763,5/8/2014,6/7/2014,Music,USD,1200,Failed
764,3/13/2014,4/28/2014,Film & Video,USD,50000,Success
765,1/1/2014,2/1/2014,Games,USD,8000,Success
766,3/21/2014,4/30/2014,Photography,GBP,7000,Success
767,4/24/2014,5/24/2014,Games,USD,1000,Failed
768,2/28/2014,3/31/2014,Dance,USD,200,Failed
769,25-Jul-18,"Sep 16, 2018

					,

				",Non-profits & Charity,U.S. Dollar,1000,Failed
770,5/7/2014,6/16/2014,Film & Video,USD,82300,Success
771,19-Nov-15,,Sports & Competitions,U.S. Dollar,550,Failed
772,1/7/2014,2/6/2014,Film & Video,USD,7000,Success
773,5/2/2014,6/8/2014,Music,USD,1000,Success
774,14-Oct-15,,Family & Kids,U.S. Dollar,300,Success
775,5/25/2014,6/22/2014,Publishing,USD,1500,Success
776,3/3/2014,4/2/2014,Food,USD,7500,Success
777,4/26/2014,5/26/2014,Film & Video,GBP,500,Failed
778,4-May-16,,Legal,U.S. Dollar,20000,Failed
779,6-Mar-16,,Animals & Humane,Euro,10000,Failed
780,12/17/2013,2/15/2014,Design,USD,3000,Success
781,5/25/2014,6/23/2014,Games,USD,15000,Success
782,5/15/2014,6/15/2014,Arts & Creative,USD,100,Success
783,4/16/2014,5/16/2014,Film & Video,USD,6000,Failed
784,11-Aug-14,,Faith & Religion,U.S. Dollar,60000,Failed
785,4/25/2014,5/26/2014,Arts & Creative,USD,2000,Success
786,4/1/2014,5/1/2014,Fashion,USD,11000,Failed
787,4/15/2014,5/15/2014,Music,USD,2000,Success
788,4/8/2014,4/29/2014,Music,USD,1500,Success
789,11-Apr-18,"Dec 31, 2018

					,

				",Arts & Creative,Pound Sterling,50000,Failed
790,21-May-16,,Sports & Competitions,Pound Sterling,100,Success
791,1/2/2014,2/1/2014,Games,USD,1000,Success
792,21-Jan-13,,Accidents & Disasters,U.S. Dollar,120000,Failed
793,4/10/2014,5/9/2014,Games,USD,75000,Success
794,2/18/2014,3/22/2014,Film & Video,USD,32000,Success
795,4/16/2014,5/16/2014,Publishing,USD,10000,Failed
796,3/30/2014,5/6/2014,Photography,USD,7000,Success
797,2/5/2014,3/7/2014,Design,USD,33500,Success
798,1/7/2014,1/29/2014,Music,USD,10000,Success
799,2/24/2014,4/10/2014,Food,USD,35000,Success
800,2/20/2014,4/21/2014,Food,USD,85000,Failed
801,3/18/2014,4/14/2014,Music,USD,1000,Success
802,1/28/2014,2/12/2014,Technology,USD,2500,Failed
803,3-Oct-14,,Politics,Canadian Dollar,5000,Failed
804,2/10/2014,3/1/2014,Theater,GBP,800,Success
805,1/11/2014,3/12/2014,Publishing,USD,1500,Success
806,2/14/2014,3/31/2014,Design,USD,7000,Success
807,3/1/2014,3/31/2014,Music,USD,2500,Success
808,4/8/2014,5/8/2014,Film & Video,USD,500000,Failed
809,20-Jun-18,,Non-profits & Charity,Canadian Dollar,10000,Failed
810,3/6/2014,4/5/2014,Arts & Creative,USD,3000,Success
811,12/24/2013,2/7/2014,Film & Video,USD,150000,Failed
812,2/18/2014,3/20/2014,Theater,USD,2575,Failed
813,23-Jul-18,"Oct 1, 2018

					,

				","Health, Illness or Medical",U.S. Dollar,50000,Failed
814,19-Jun-17,,Animals & Humane,U.S. Dollar,5500,Failed
815,12/30/2013,2/28/2014,Design,USD,25000,Failed
816,1/9/2014,3/10/2014,Arts & Creative,USD,8500,Failed
817,4/9/2014,5/9/2014,Film & Video,USD,1500,Success
818,22-Jul-15,,Travel,U.S. Dollar,1500,Failed
819,3/28/2014,4/27/2014,Fashion,USD,195000,Failed
820,8-Jul-16,,Legal,U.S. Dollar,5000,Failed
821,1/30/2014,3/16/2014,Music,USD,5000,Failed
822,3/11/2014,4/10/2014,Arts & Creative,USD,3825,Success
823,1/4/2014,2/13/2014,Games,USD,7000,Success
824,1/28/2014,2/27/2014,Music,USD,11500,Success
825,1/22/2014,2/21/2014,Arts & Creative,USD,10000,Failed
826,12/24/2013,1/13/2014,Publishing,USD,4000,Failed
827,17-May-18,"Sep 21, 2018

					,

				",Non-profits & Charity,U.S. Dollar,8000,Failed
828,4/20/2014,5/18/2014,Film & Video,GBP,1500,Success
829,2/26/2014,4/27/2014,Arts & Creative,USD,3000,Failed
830,12/17/2013,1/8/2014,Music,USD,2000,Success
831,3/30/2014,4/29/2014,Publishing,USD,2000,Success
832,5/1/2014,6/4/2014,Design,USD,2000,Failed
833,3/12/2014,4/23/2014,Arts & Creative,USD,12000,Failed
834,1/22/2014,3/23/2014,Fashion,USD,15000,Success
835,5/21/2014,6/21/2014,Games,GBP,5000,Failed
836,3-Feb-16,,Family & Kids,U.S. Dollar,3000,Failed
837,4/1/2014,5/21/2014,Music,USD,7000,Failed
838,3/13/2014,4/12/2014,Technology,USD,1200,Failed
839,2/24/2014,3/26/2014,Food,USD,1000,Failed
840,2/19/2014,4/5/2014,Food,USD,3000,Failed
841,4/1/2014,5/18/2014,Arts & Creative,USD,1999,Success
842,4/1/2014,5/31/2014,Music,GBP,1000,Success
843,22-Aug-18,"Nov 4, 2018

					,

				",Non-profits & Charity,U.S. Dollar,1000,Failed
844,5/21/2014,6/21/2014,Fashion,USD,900,Failed
845,6/4/2014,6/15/2014,Film & Video,GBP,1000,Failed
